Feature,Importance
"TRBV6-1, TRBV6-5",0.35357461081153757
"TRBV4-1, TRBV4-3",0.352805381878216
TRBV11-2,0.3514230384942278
"TRBV15, TRBV10-3",0.3489499658334121
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8",0.3477766278366776
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-3",0.34689566392112836
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8",0.3463359400927931
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9",0.34495066588865186
TRBV21-1,0.3432256055807039
TRBV5-3,0.3407047948015135
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-2, TRBV6-8",0.34050180348750436
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-3",0.34014766780338557
TRBV5-1,0.3363136718185875
TRBV2,0.3350603512807737
"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-2, TRBV6-3",0.334275915828954
"TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-8, TRBV6-2",0.3299532204816988
TRBV5-4,0.32948510700891553
"TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-2, TRBV6-8",0.32942828152263903
"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3, TRBV6-8",0.3279914522166946
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV7-9",0.3269279419229135
"TRBV7-9, TRBV7-3",0.3264470169383556
"TRBV5-8, TRBV5-4",0.32635087938774304
"TRBV4-3, TRBV4-2, TRBV4-1",0.3226942357342304
TRBV18,0.32197502901827796
"TRBV11-3, TRBV11-1",0.31929538091387216
TRBV7-6,0.3177360706757236
TRBV7-9,0.31637514500686736
TRBV27,0.31618235142725987
"TRBV7-8, TRBV7-2",0.3148172368859999
TRBV10-3,0.3119245859757807
"TRBV6-2, TRBV6-3",0.3105801944927481
"TRBV7-2, TRBV7-8, TRBV7-9",0.30826162700869775
TRBV25-1,0.3074525978018458
TRBV7-8,0.30724303807385833
TRBV10-1,0.30504196132209455
"TRBV5-5, TRBV5-6",0.30256459416873416
"TRBV6-5, TRBV6-6, TRBV6-8",0.2976512782263978
TRBV29-1,0.2970041087317144
TRBV6-4,0.29690338053669535
"TRBV5-3, TRBV5-5, TRBV5-8",0.29671649220245205
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3",0.2906872456816294
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3",0.28852923006673353
"TRBV5-6, TRBV5-7, TRBV5-5",0.2867698194756365
"TRBV11-1, TRBV11-3",0.28415243057242545
TRBV5-6,0.28259306368099707
"TRBV4-3, TRBV4-1",0.2809127310484914
"TRBV4-2, TRBV4-3",0.28060244111070437
TRBV9,0.2795040131288737
"TRBV11-2, TRBV7-2, TRBV7-8",0.2759434517136806
"TRBV7-9, TRBV7-3, TRBV5-6, TRBV5-7",0.2757015042738903
"TRBV7-9, TRBV6-1, TRBV6-5, TRBV6-6",0.275701492714499
"TRBV6-1, TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-8",0.2757011450912617
"TRBV6-1, TRBV6-5, TRBV6-3, TRBV6-8",0.27503218759411185
"TRBV6-3, TRBV6-2",0.2744003861563757
TRBV19,0.27438078529307786
"TRBV6-6, TRBV6-5, TRBV6-1",0.27241678504865924
"TRBJ2-7, TRBJ2-5",0.27147945813157714
"TRBV12-3, TRBV12-4, TRBV28",0.26898081667500673
"TRBV5-4, TRBV5-8, TRBV5-5",0.2686443947832581
"TRBV6-1, TRBV6-6, TRBV6-5, TRBV6-8",0.268389512239257
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9, TRBV6-8",0.2681109471892389
TRBV13,0.2679216621962568
"TRBV6-3, TRBV6-2, TRBV6-1",0.2645089896244572
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-9, TRBV6-8",0.26429492260290943
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-9",0.2621735349620527
"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-5, TRBV6-6",0.26107961374250355
"TRBV6-2, TRBV6-3, TRBV6-5",0.2592430024491745
"TRBV7-9, TRBV7-4",0.2588048031423828
"TRBV5-7, TRBV5-6",0.2586515740401548
"TRBV6-1, TRBV6-5, TRBV6-2, TRBV6-3",0.2567691519012666
TRBV6-1,0.25077884402302186
"TRBV6-1, TRBV6-5, TRBV28",0.25055338607397587
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV19, TRBV6-8",0.25055338607397587
"TRBV6-1, TRBV6-5, TRBV28, TRBV6-6, TRBV6-8",0.2505533860739756
"TRBV6-5, TRBV6-1",0.24918746270352077
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8",0.24873595387707115
"TRBV6-1, TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-9",0.24031779061218556
"TRBV21-1, TRBV28",0.23822508308508714
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV5-2",0.2374597417180349
"TRBV6-2, TRBV6-3, TRBV10-3, TRBV6-5, TRBV6-6",0.2374597417180349
"TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-6",0.23707856312916098
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-4, TRBV6-6",0.23698005108376968
"TRBV10-2, TRBV28",0.23697859472468513
"TRBV6-4, TRBV6-5, TRBV6-6",0.23697859472468513
"TRBV5-5, TRBV5-3, TRBV5-6",0.23621496420932023
"TRBV6-5, TRBV6-1, TRBV6-6",0.233377243024483
"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-1, TRBV6-6",0.23110998419919476
"TRBV4-3, TRBV4-2",0.23052365336731753
"TRBV6-2, TRBV6-3, TRBV6-6, TRBV6-5, TRBV6-1",0.22972880772403934
"TRBV5-8, TRBV5-4, TRBV11-2",0.2296937839870143
"TRBV12-3, TRBV12-4, TRBV6-6",0.22969367126600532
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-8",0.22844197436963803
"TRBV6-6, TRBV6-1, TRBV6-5, TRBV6-8",0.22716242074774717
"TRBV6-5, TRBV6-1, TRBV6-3, TRBV6-8",0.22400608455276372
"TRBV12-4, TRBV12-3",0.21919542377707962
"TRBV6-6, TRBV6-1, TRBV6-3",0.21847134157861967
"TRBV11-2, TRBV11-3, TRBV11-1, TRBV7-2",0.21847134157861967
