Feature,Importance
"TRBV12-3, TRBV12-4, TRBV28",0.015770507519229718
"TRBV4-2, TRBV4-1, TRBV4-3",0.015570773727549567
"TRBV6-5, TRBV6-6, TRBV6-9, TRBV6-1, TRBV6-8",0.015402195147559817
"TRBV6-9, TRBV6-6, TRBV6-5",0.015385979196634772
"TRBV7-2, TRBV7-1, TRBV7-8",0.015312336807492485
"TRBV27, TRBV28",0.015275309046096166
"TRBV7-2, TRBV7-9, TRBV7-8",0.015161941972143697
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-9",0.015069924317214042
"TRBV5-5, TRBV5-6, TRBV5-3, TRBV5-8",0.01501325826147763
"TRBV6-5, TRBV6-6, TRBV6-3",0.014993183494095896
"TRBV7-2, TRBV7-9, TRBV7-3",0.01487360974394818
"TRBV6-3, TRBV6-2, TRBV6-6, TRBV6-1, TRBV6-5",0.01475112922271264
"TRBV7-9, TRBV7-3",0.014713073579915638
"TRBV7-2, TRBV28, TRBV7-8",0.014698686149356694
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-4",0.014582685371925069
"TRBV5-5, TRBV5-8, TRBV5-3",0.014515039401450061
"TRBJ2-3, TRBJ2-1",0.014468976245679261
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-4, TRBV6-8",0.014438406640856459
"TRBJ2-7, TRBJ2-4",0.014408697305407765
"TRBV28, TRBV6-1, TRBV6-5, TRBV6-6",0.014406231774884306
TRBV7-1,0.014374629618786645
"TRBV5-5, TRBV5-8",0.014284579517544574
"TRBV6-6, TRBV6-1, TRBV6-5",0.01426526480425019
"TRBV20-1, TRBV10-3",0.014169057544449306
"TRBV10-2, TRBV10-1, TRBV6-1",0.013961853258632894
"TRBV6-1, TRBV6-5, TRBV6-3, TRBV6-8",0.01389328200328322
"TRBV11-3, TRBV11-1, TRBV11-2",0.013880745297619004
"TRBV15, TRBV7-2, TRBV7-8, TRBV7-9",0.013874434980435392
"TRBJ2-7, TRBJ2-5, TRBJ2-3",0.013855633631766109
"TRBV5-4, TRBV5-5, TRBV5-6, TRBV5-7, TRBV5-8",0.013821472253521969
"TRBV20-1, TRBV5-1",0.013812696058431596
"TRBV6-3, TRBV6-2, TRBV6-6, TRBV6-5",0.013784611030224873
"TRBV4-1, TRBV4-2",0.013774345859114452
"TRBV6-6, TRBV6-1, TRBV6-3",0.013729566049601495
"TRBV7-4, TRBV7-3",0.013703630691201504
"TRBV27, TRBV20-1",0.013691371775649748
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV11-3",0.013660126573309813
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV27",0.013637888666940863
"TRBV7-3, TRBV2",0.013546158178099291
"TRBV4-1, TRBV4-3, TRBV1, TRBV4-2",0.013533310885252123
"TRBV4-1, TRBV4-3, TRBV23-1",0.013514941314941811
"TRBV9, TRBV7-4",0.013408925981228713
"TRBV6-2, TRBV6-3, TRBV6-6, TRBV6-1, TRBV6-5",0.01330624403663238
"TRBV7-6, TRBV27",0.013244670195312327
"TRBV6-1, TRBV6-6, TRBV6-5, TRBV6-3, TRBV6-8",0.01322491196157604
"TRBV7-9, TRBV7-3, TRBV5-6, TRBV5-7",0.013164938156974724
"TRBV7-6, TRBV28",0.013094221721499601
"TRBV5-5, TRBV5-3, TRBV5-6",0.012960106913771077
"TRBV7-9, TRBV6-1, TRBV6-5, TRBV6-6",0.012950475886207185
