,transition_type,gene_segment,freq
31,2,"TRBV4-2, TRBV4-3",0.0014201980950846
32,2,TRBV4-3,7.06490570428798e-05
33,2,"TRBV4-3, TRBV4-1",0.0002327263055529
34,2,"TRBV4-3, TRBV4-1, TRBV4-2",0.0004483131516564
35,2,"TRBV4-3, TRBV4-2",0.0004696084379908
36,2,"TRBV4-3, TRBV4-2, TRBV4-1",0.0013298646031598
37,2,TRBV5-1,0.0028526769366211
38,2,TRBV5-3,6.233740327312928e-05
39,2,TRBV5-4,0.0006483089940404
40,2,"TRBV5-4, TRBV5-8",-0.0055621608995908
41,2,TRBV5-5,-0.0011998860469754
42,2,"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8",8.31165376975056e-06
43,2,"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV7-9",4.15582688487528e-06
44,2,"TRBV5-5, TRBV5-6",-0.0007630970794818
45,2,"TRBV5-5, TRBV5-7, TRBV5-2, TRBV5-8, TRBV5-3",4.15582688487528e-06
46,2,"TRBV5-6, TRBV5-5, TRBV5-7",0.0002030303581209
47,2,"TRBV5-6, TRBV5-7",0.0010763591631824
48,2,"TRBV5-6, TRBV5-7, TRBV5-5",-1.8687915179299835e-05
49,2,"TRBV5-7, TRBV5-6",0.0002701287475168
50,2,"TRBV5-8, TRBV5-4",0.0003211910965528
51,2,TRBV6-1,0.0014379161021667
52,2,"TRBV6-1, TRBV6-5",0.0030171303184192
53,2,"TRBV6-1, TRBV6-5, TRBV6-6",0.0166753576886925
54,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3",-0.0001089947954985
55,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3",-0.0012261914493582
56,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8",0.0058947601084079
57,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8",0.0104079252566956
58,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3",0.0026349630871552
59,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-9",-0.0033451116775817
60,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-9",0.0009683076641759
61,2,"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-9, TRBV6-8",0.0024810286502705
62,2,"TRBV6-1, TRBV6-5, TRBV6-8",0.0036862184468843
63,2,"TRBV6-1, TRBV6-6, TRBV6-5",-0.0186529357521301
64,2,"TRBV6-2, TRBV6-3",0.0004049572971522
65,2,"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-5, TRBV6-6",0.0063584151338588
66,2,"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-1, TRBV6-6",-0.0090002666634637
67,2,"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",-0.0393190452514948
68,2,"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV6-1",0.0018861223544367
